SMILES,Tg,FFV,Tc,Density,Rg
*Oc1ccccc1C(=O)OCCOC(=O)c1ccccc1Oc1nc(*)nc(N(CC)c2ccccc2)n1,,,,,
*NNC(=O)C(CCCCCCCCCCCC)C(*)=O,43.450000000000045,,,,
*CCCC(*)(C)C(=O)OCCCCCC#CC[N+](C)(C)C,,,,,
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(/C=N/c3ccc(/N=N/c4ccc([N+](=O)[O-])cc4C(C)C)cc3)cc2)cc1,,,,,
*/C(I)=C(/*)I,,,,,
*c1cc(NC(=O)c2ccccc2*)ccc1C#N,,,,,
*Nc1ccc(NC(=O)/C=N/c2ccc(C(=O)Oc3ccc([Si](*)(C)C)cc3)cc2)cc1,,,,,
*CC(F)(F)C(F)(F)C(F)(F)C[Si](*)(OCCC)OCCC,,,,,
*CC(F)COC(=O)Nc1ccc(C)c(NC(=O)O*)c1,,,0.201474,1.220002,16.79746667
*N=C(PC(C)(C)CSC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1)C(=O)O[Si](C)(C)CCCCC,,,,,
*CC(*)C(=O)OCCCCCCCCCCOc1ccc(C(=O)O)cc1,,,0.259,1.035964019,
*CCC[PH](COC(=O)CCCCCCCCCCCCCCCCCCCCCCCC(=O)O*)c1ccc(-c2ccccc2)cc1,,,,,
*CCc1ccc(C(=O)O*)cc1,,,0.241,1.145164404,
*C#Cc1ccc(NC(=O)c2ccc(C(=O)N*)cc2)cc1,,,,,
*c1c(C)c(C)c(N2C(=O)c3ccc(Oc4cc(C)c(Oc5ccc6c(c5)C(=O)N(*)C6=O)c(C)c4C)cc3C2=O)c(C)c1C,,,,,
*/C=C(/*)c1ccc(N)cc1,,,0.223,0.929290082,
*OC(=O)OCCCCCCCCCCC(=O)OCCCCOC(=O)/C(C)=C/C(=O)OCCCCCCOc1ccc(-c2ccc(*)cc2)cc1,,,,,
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccc(OC(=O)CCCCC(=O)Oc3ccc(/N=N/c4ccc(C(=O)OCC)cc4)cc3)cc2)cc1,,,,,
*OC(=O)SSCSSCCCCCCCCNC(=O)OCCCCCCOc1ccc(O*)cc1,,,0.2265,1.138547,23.5254833
*CCCNC(=O)N=C(COC(=O)NC(=O)NC(O)C(OC)c1ccccc1)Oc1ccc(C(C)(C)O*)cc1,,,0.211844,1.120548,16.23648333
*Oc1ccc(NC(=O)/C=C/c2ccc(OC(*)=O)c(S(=O)(=O)O)c2)cc1C,,,0.330725,1.270209,25.5271
*c1cc(CC(=O)O)c(*)s1,,,,,
*OC1CCC(OC(=O)NCCSCCCCSCCNC(*)=O)CC1,,,,,
*Nc1ccc([SH](*)(=O)C#N)cc1,204.03000000000003,0.374,,,
*/C=C(/*)CCCCOC(=O)c1ccccc1C(=O)O,,,0.185132,1.143409,11.5573
*Oc1ccc(NC(=O)c2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(C(=O)c5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,,,0.427945,1.186161,28.40583333
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CN(*)C)cc2)C(F)(F)F)cc1,,,,,
*c1cc(-c2nc3ccccc3o2)cc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c1,,,,,
*Oc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(=O)Nc5ccc(*)cc5)cc4)cc3)c(C(F)(F)F)c2)cc1,,,,,
*CCCCCCCCCOC(=O)CCCCCCCCCCC(=O)OCCCCOC(=O)c1ccc(C(=O)O*)cc1,,,0.263208,0.995586,22.4960667
*OC(C)CCOCC(C)CCCCCCC[N+](*)(C)c1ccccc1,,,,,
*CCCCCCCCCCOC(=O)C(C)(CCCCCC)C(=O)O*,,,0.23152,0.909255,15.4483
*CC(*)(C)C(=O)OCCCN1CCCC1=O,,,,,
*CC(C)S/C(=N\c1ccccc1)S*,,,0.171,1.150989242,
*CC(=O)Nc1cc(C(c2ccc(O)c(NC(=O)CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,,,,,
*/C=C/CCCCCC/C=C(/*)c1ccc(S(=O)(=O)N(C)C)cc1,,,,,
*c1ccc(C(=O)OC(=O)c2ccc(-c3ccc(C(=O)Nc4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,,,0.327767,1.246063,23.7194167
*OC1CCC(OC(=O)CCC(*)=O)CC1,,,,,
*C#Cc1cc(OCC(*)c2ccccc2)ccc1OCCCCCCCCOc1ccc(/C=C/c2ccc(C#N)cc2)cc1,,,,,
*/C=C/c1cc(CCCCCC)c(-c2sc(*)cc2CCCCCC)s1,,,,,
*NNC(=O)c1ccc(N(CCCNC(=O)NCCCCC)NC(=O)C/C=C/c2ccc(*)cc2)cc1,,,,,
*SCCCCCCOc1ccc(C(=O)c2ccc(*)cc2)cc1C(=O)OCC(C)C,,,0.207677,1.066793,18.47135
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3OCCCCCCCC)cc2)cc1,,,0.414135,1.045609,29.068
*Nc1ccc(NC(=O)c2ccc(NC(=O)CCCCCCCCCC(=O)Nc3ccc(C(=O)Nc4ccc(*)cc4)cc3)cc2)cc1,,,0.479842,1.121556,24.45006667
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1CO,,,,,
*/C=C(\C)C(C)C*,,,,,
*Nc1ccc(NC(=O)c2c(Cl)c(Cl)c(C(*)=O)c(Cl)c2Cl)cc1,,,,,
*c1ccc(-c2nnc(-c3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(*)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)o2)cc1,,,,,
*OC(=O)COCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCSCCS*,,,,,
*C/C=C/CCCCCCCCCC(=O)O*,,,0.354369,0.914634,17.9157333
*c1ccc(OCCCCCOc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,,,,
*[Se][Se]c1c(Cl)c(Cl)c(*)c(Cl)c1Cl,,,,,
*CCCCCCCCCOc1ccc(/C=C/C=C/c2ccc(O*)cc2)cc1,,,,,
*CC(CO*)c1cccc(CSCC)c1,,,0.171593,1.058516,15.12815
*Oc1ccc(/C=N/c2ccc(NC(=O)CCCC(=O)Nc3ccc(C(*)=O)cc3)cc2)cc1,398.6,,,,
*OC(=O)C(C)C(C)(C)C(=O)NCc1cccc(CNC(=O)c2ccc(C(*)=O)cc2)c1,,,0.177737,1.139704,16.88075
*CCCCCC(=CCS*)c1ccccc1,,,,,
*CCCCCOC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,,,0.238,1.120375578,
*Oc1ccc(Sc2ccc(*)cc2)cc1,,,,,
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(C)cc2)cc1,,,0.286,1.088739704,
*OP(=O)(OC)C(*)c1ccc(O)cc1,,,,,
*CCCCCCCCCOC(=O)c1ccc(C(=O)NCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,,,,
*CC(COc1cccc2ccccc12)O*,,,,,
*/C=C/c1cc(OC)c(*)cc1C,,,0.365,0.950052501,
*Oc1ccc(C(c2ccccc2)c2ccc(*)cc2)cc1[N+](=O)[O-],,,0.206806,1.089993,17.0473
*Oc1ccc(OC(=O)c2ccc(CCC(*)=O)cc2Sc2ccccc2)cc1,,,0.208007,1.185453,23.2644
*CCCCCCCCC(=O)NCCNC(=O)c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(*)cc2)cc1,,,0.307806,1.054479,23.48288333
*Cc1ccc(CN(C)C(=O)CCCCC(=O)N(*)C)cc1,,,0.249,1.06854409,
*Nc1cc(-c2ccccc2)cc(-c2cc(C)c(*)c(OCCCCCCCCCCCCC)c2)c1,307.87,0.376,,,
*Nc1ccc(Nc2ccc(*)c3c2C(=O)N(C(CCCCCCCC)CCCCCCCC)C3=O)cc1,,,,,
*CCCCCCCCOc1ccc(/N=N/c2ccc(OCCC(=O)COc3ccc(/C=N/c4ccc(O*)cc4)cc3)cc2)c(C)c1,,0.355,,,
*CC1(C)CCC(NC(=O)CCCCC(=O)O*)C1,,,0.253658,1.036254,21.58015
*CCCCCCCCCCSC(=O)c1ccc(C(=O)NCCNC(=O)CCCCCCCCCCCCC(=O)N*)cc1,,,0.31199,1.008104,20.86948333
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cccc(C(*)=O)c3)c(C(C)C)c2)cc1C(C)C,,,,,
*CC(*)C(=O)OCC(CCl)OC(F)(F)F,,,0.112963,1.35736,13.87175
*Nc1ccc(*)n1CCN(CCCCCC)C(=O)C(C)C,,,0.331265,0.970184,16.15553333
*C/C=C/C[Ge](*)(C)C,,,,,
*CCCCCCCCCCOc1ccc(OCc2ccc(COc3ccc(O*)cc3)cc2)cc1,,,,,
*Nc1cc(NC(=O)c2ccc(C(*)=O)c(C)c2)ccc1NCC(C)C,,,,,
*Oc1ccc(Oc2ccc(/C(C)=N/CCCCCC/N=C(\C)c3ccc(*)cc3)cc2)cc1,,,,,
*CC(C)(C)NC(=O)C(C)=C(C#N)C(=O)NCC(=O)N*,,,0.239328,1.117983,17.88435
*Oc1ccc(C(=O)OCCOc2ccc(/N=C/c3ccc(*)cc3)cc2)cc1,,,,,
*OC(C)CC(C)NC(=O)CCCCCCCC(=O)N(*)C,,,0.229778,0.975361,16.27548333
*CCCCCCCOC(=O)C1CCC(CN(CCCCCC)CC(=O)O*)CC1C,,,0.226681,0.939659,15.93325
*CC(O*)C(C)C,,,,,
*CCCCCCCCCCCCCCCCOC(=O)CCCCCC(=O)SC(=O)C1CCCC(*)C1,,,,0.508362,
*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,,,,,
*NNC(=O)CCCCCCCCCCCCCCCCC(*)=O,,,,,
*CCC(C)CCC(=O)N*,,,,,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)C3(C)CC3C(*)=O)cc2)cc1,,,,,
*Sc1cccc(*)n1,,,,,
*C(=C(*)c1ccc2c(c1)C(C)(C)CC2(C)C)c1ccccc1,,,,,
*c1nc2ccc(-c3ccc4nc(C5CC5*)[nH]c4c3)cc2[nH]1,,,,,
*CC(*)(C)C(=O)OCCCCCCCCC(=O)Nc1ccc(F)c(N(C)CC(F)(F)C(F)(F)C(F)(F)F)c1,,,0.15864,1.198872,13.4163
*CCCC(=O)OCCOC(=O)c1ccc(O*)cc1,,,,,
*Oc1ccc(C(C)(CCCC)c2ccc(OC(=O)c3ccc(OC(*)=O)cc3)cc2)cc1,,,0.25495,1.055799,20.3499833
*CCN(CCSC(C)=C(CCCCC)C(=O)O)c1ccc(N(C)S(=O)(=O)c2ccc(N(*)c3ccccc3)cc2)cc1,,,0.193701,1.142567,14.19098333
*NC(Cc1c[nH]c2ccccc12)C(*)=O,,,,,
*Nc1nc(Nn2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)nc(N(CCC)CCC)n1,,,,,
*NC(CC(C)C)C(C)C(*)OC(=O)c1cc(F)ccc1OC,,,0.21034,1.018904,12.35216667
*CC(*)C(=O)Oc1cc(Br)ccc1O,203.36,0.352,0.152668,1.508277,14.51625
*c1ccc([Si](*)(C)N(C)C)s1,,,,,
*CCOCCOCCOCCOCCOC(=O)Sc1ccc(NC(=O)S*)c(C(=O)OCCCCCCCC)c1,153.81,0.35,0.251036,1.12682,16.49585
*C(=O)C(*)(C)C(=O)OC(F)(F)C(F)(F)F,,,0.07541,1.260006,14.35055
*C(=O)Oc1ccc(OC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c(C(C)(C)C)c1,,,,,
*CCCCCCCCCCCCCCCCCCCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,,,0.242,0.965543505,
*Oc1ccc(C(C)(CC)c2ccc(OC(=O)/C=C/C(*)=O)cc2)cc1,,,0.209,1.029771257,
*SSSC(=O)SNNS(=O)(=O)c1ccc(*)cc1,,,,,
*/C=C/c1ccc(*)c(C(=O)OC)c1C(=O)OC,,,,,
*Oc1ccc(OC(=O)c2ccc(OCC(OC)OC(*)=O)c(C)c2)cc1C,,,0.274664,1.133401,21.65463333
*CCOC(=O)CCC(=O)OC(=O)c1ccc(NC(=O)/C=C/CC(=O)NCCCCCCN*)cc1,,,0.258427,1.130787,21.4315833
*O[Si](C)(CCC)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C(*)OC,,,,,
*CC(F)(F)COC(=O)C(C)(CSC)C(=O)O*,,,0.131279,1.226801,13.46981667
*CCCCCCCCCCOC(=O)CCCCCNC(=O)O*,,,,,
*CC(NC(=O)c1ccc(O*)cc1)c1ccc(OC)cc1,,,0.221759,1.117112,16.3541167
*CCCCCCCCCCCCCCCCCCNC(=O)C(CCCCCC)C(=O)N*,,,,,
*CCCCOC(=S)c1cccc(C(=S)O*)c1,,,0.163,1.201626093,
*Nc1ccc(C(=O)c2ccc(-c3ccc(-c4nnc(*)o4)cc3)cc2)cc1,,,,,
*C(=O)c1ccc2ncc(-c3ccc(Oc4ccc(-c5cnc6cc(*)ccc6n5)cc4)cc3)nc2c1,,,,,
*/N=N/c1ccc(N(*)C(=O)c2ccc(C#N)cc2)c(O)c1,,,,,
*c1ccc(OCCCC[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)CCCCOc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,,,,,
*SSc1nc(*)nc(N(CC=C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n1,,,,,
*CCNC(=O)CCCc1ccccc1CC(*)=O,,,0.223238,1.0742,18.23676667
*c1cc(OCCCCc2ccccc2)c(*)cc1OC,,,0.427282,1.034526,19.22175
*CCCCCCCCC(=O)NCCc1ccc(CCNC(=O)CCCCCCCCS*)cc1,,,0.301,0.984591144,
*/C=C/c1ccc(*)c(F)c1,,,0.254,1.077498314,
*NNC(=O)c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C(=O)NNC(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,,,,,
*C(=O)NCCNCCCCCNC(=O)C1C(=O)N(NC(=O)c2cccc(*)c2)C(C)(C)C1CC1CC(C)(C)C1,,,,,
*/C=C(/*)c1ccc(NC=O)cc1,,,0.215,1.078146651,
*C(C)C(*)C(=O)OC(C)(C)CC,,,,,
*CCCCCCCCNC(=O)c1ccc(C(=O)NCCCCCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,,0.293948,1.045045,17.60531667
*CC(*)(C)C(=O)NC(CCCCCCOC(=O)Nc1ccc(C)cc1)C(CCC)CCC(C)C,,,0.249258,0.957597,10.59754
*CC(C(=O)NCCOC(=O)NC(C)C(C)(C)C(*)=O)C(O)C(O)COC,341.83000000000004,0.316,0.191154,1.093682,15.23818333
*c1ccc(NC(=O)c2cc(C(=O)Nc3ccc(-c4nnc(*)o4)cc3)cc(N3C(=O)c4c(Cl)c(Cl)c(Cl)c(Cl)c4C3=O)c2)cc1,,,,,
*Cc1ccc(*)cc1C(=O)OCC(C)C,319.71000000000004,0.365,0.255619,1.018436,14.63025
*CC(*)C(=O)N1CCN(C)CC1,,,,,
*CC(*)C(=O)OCCN(C)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,
*CC(=O)OCCCCCCCCCCCCOC(=O)Cn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,,,,,
*Oc1ccc(C(C(=O)OCC)c2ccc(OC(=O)CCCS(=O)(=O)OC)cc2)cc1C(*)=O,,,,,
*CC(O)COC(=O)NCC/C=C/P(=O)(O*)OCC,,,,,
*c1ccc(-c2ccc(-c3ccc(-c4cnc5cc(Oc6ccc7nc(*)cnc7c6)ccc5n4)cc3)cc2)cc1,,,,,
*C(=O)c1cc(Br)c(Nc2ccc(CC(C)(C)c3ccc(*)s3)cc2)cc1C(=O)O[Na],,,,,
*CCOc1ccc(C=CCc2ccc(O*)c(CO)c2)cc1,,,,1.097942,20.01695
*CC(CC)(CCCCCCCCCC)CNC(=O)[PH](=O)N(*)CCCCCCCC,,,,,
*Nc1ccc(NC(=O)c2ccc(SC(=O)NCCSCCCNC(*)=O)cc2)cc1,,,,,
*Oc1ccc(Oc2ccc(/C(C)=N/c3ccccc3/N=C(\C)c3ccc(*)cc3)cc2)cc1,,,,,
*OCCOC(=O)Oc1ccc(OC(=O)CCCCCCC(=O)Oc2ccc(C(=O)OCCCCCCCCCCCCCCCCCCN(C)c3ccc(O*)cc3)cc2)cc1,,,,,
*NC(C)C(*)=O,,,,,
*NC(=O)CCCCCCCCCCC(=O)NNC(=O)CCCCCOc1ccc(/C=C/C=C/c2ccc(C(*)=O)cc2)cc1,,,0.292374,1.055106,23.1851833
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C)c(C)c1,,,,,
*Oc1ccc(NC(=O)c2cc(NC(=O)C(CCSC)N3C(=O)c4ccccc4C3=O)cc(C(=O)Nc3ccc(*)cc3)c2)cc1,,,,,
*CC(F)(F)COc1ccc(S(=O)(=O)c2ccc(OCC(C)COC(=O)c3ccc(NCC(=O)O*)cc3)cc2)cc1,,,,1.238463,17.8248667
*c1ccc(-c2ccc(-c3cc(C(=O)O)c4cc(-c5cnc6cc(*)cc(C(=O)O)c6c5)cnc4c3)cc2)cc1,,,,,
*Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(-c4ccc(SC(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,,,0.494226,1.181413,27.60645
*CC(*)(C)C(=O)OC(C)OCCOc1ccccc1,,,0.188,1.075630228,
*CCCC(=O)Oc1ccc(OC(=O)CCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCOc2ccc(O*)cc2)cc1,,,,,
*CC(*)C(=O)Nc1ccc(-c2ccc(C(C)C)cc2)c(C(=O)OC)c1,,,0.202383,1.012613,11.3692
*CCCCCN1CCC(CNC(=O)CCCCCC(*)=O)CC1,,,0.298512,0.97664,22.7626
*c1ccc(C(=O)N(*)CC(C)C)c(C(C)(C)C)c1,,,,,
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(OC)c2)cc1OC,,,,,
*c1ccc(*)c(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)c1,,,,,
*Cc1ccccc1CCCCCCCCCCCCCCCCC[Si](*)(C)CSCCCCCC,,,,,
*C1C2CC(C(=O)NCC(O)C(O)C(OC3OC(CO)C(O)C(O)C3O)C(O)CO)C(C2)C1*,,,,,
*CCNC(=O)c1ccc(Cc2ccc(NC(=O)S*)cc2)cc1,,,0.219536,1.191604,21.41781667
*CCCN(CC(C)C)C(CC(C)C)C(C)CCOC(=O)NCc1ccc(CNC(=O)NCCC(*)=O)cc1,,,0.218846,0.998581,16.35236667
*C(=O)C(NC(=O)C1CCCN1C(=O)C1CCCN1*)c1ccccc1,,,,,
*Oc1ccc(CC=Cc2ccc(OC(=O)OCCCCCCOC(*)=O)cc2)cc1,,,0.284627,1.1028,25.0184
*/C=C(/*)CCCCCCCCNC(=O)/C=C/C(=O)O,237.35,0.326,0.240976,1.024665,12.39055
*Oc1cc2c(cc1O*)C1(c3cc(C)c(C)cc3-2)c2cc(C)c(C)cc2-c2cc3c(cc21)Oc1c(C#N)c(*)c(*)c(C#N)c1O3,,,,,
*OC(=O)CS(=O)(=O)CCS(=O)(=O)CC(*)=O,,,,,
*c1sc(*)c2c1OCC(CCCCS(=O)(=O)O)O2,,,,,
*CC(*)C(=O)N(CC=C)c1c(C)cccc1C,,,0.166,0.951614536,
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)CC(NCCNC4CC(=O)N(*)C4=O)C3=O)cc2)cc1,,,,,
*c1ccc(-c2nc3cc(-c4ccc5[nH]c(*)nc5c4)ccc3[nH]2)c(Br)c1,,,,,
*SSC(=O)NCC(C)=C(*)CC(=O)OCC,,,0.171164,1.200833,16.06636667
*OC(=O)c1cc(C(*)=O)c(O)c(C(C)(C)C)c1,,,0.196249,1.081955,15.7569833
*CCCCCCCCCCCCCCCCCCCCOC(=O)C1CCC(C(=O)O*)CC1,,,,,
*CCC(C)CCCNC(=O)CCCCCCCCCCCCC(=O)NCCCOC(*)=O,,,0.273129,0.954465,18.0864167
*CCC(*)(C)C(=O)OCCCCCCOc1ccc(OC(=O)Oc2ccc(C(=O)Oc3ccc(OCCCCCC)cc3)cc2)cc1,,,0.340923,1.056469,17.06033333
*C/C=C/C=C/C=C/C=C/CC(=O)N*,,,,1.029099,20.9531
*CC(*)P(=O)(CC)CC,,,,,
*NC(CCCCN)CS(*)=O,,,,1.092157,13.9409167
*CCCOC(=O)c1ccc(NC(=O)CCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,,,,,
*CC(*)P(=O)(OC)OC(C)(OC)O[Si](C)(C)O,,,,,
*Oc1ccc(-c2ccc(OC(=O)Nc3ccc(NC(=O)c4ccc(*)cc4C(=O)O)cc3)c(C)c2)cc1,,,0.289431,1.1587,24.4667333
*Oc1c(Cl)cc(-c2cc(C)c(*)cc2Br)c(OC)c1OCC,,,,,
*OC(CCCCOC(*)=O)C(=O)OC,,,0.211887,1.111761,18.5748833
*CCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCNC(=O)C(=O)N*,,,,,
*CCSCCCCCCCC[Si](C)(C)c1ccc(N(*)c2ccc(C#N)cc2)cc1,,,,,
*Oc1ccc(NC(=O)c2c(Cl)c(Cl)c(C(=O)Nc3ccc(*)cc3)c(Cl)c2Cl)cc1,,,,,
*CC(*)(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)OC,,,,,
*CC(=O)OC(=O)c1ccc(OCCCOc2ccc(C(=O)OC(=O)COc3ccc(O*)cc3)cc2)cc1,,,,,
*CC(*)OC(=O)CC(=O)OCCOc1ccc(/N=N/Nc2ccc(OCCOCCOCCOCCOCCOCCCC)cc2)cc1,,,,,
*CCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,,,0.263,1.093497026,
*N=P(*)(OCCOc1ccc([N+](=O)[O-])cc1)OCC(C)Oc1ccc(C(=O)Oc2ccc(CC)cc2)cc1,,,,,
*/C=N/N(CCCC)c1ccc(S(=O)(=O)c2ccc(N(CCCC)/N=C/c3ccc4c(c3)c3cc(*)ccc3n4CC(CC)CCCC)cc2)cc1,,,,,
*C#CCSC(*)C=CBr,,,,,
*CC(*)P(=S)(c1ccccc1)c1ccccc1,,,,,
*Oc1ccc(NC(=O)CCCC(=O)Nc2ccc(/C=N/c3ccc(C(*)=O)cc3)cc2)cc1,,,,,
*CCCCCCCCCCCC[Si](*)C(C)CCCc1ccccc1,,,,,
*Oc1ccc(OCCCCCCCCCCCC)cc1OC(=O)c1ccc(C(*)=O)cc1,,,0.324954,1.025476,12.9709
*CC(C#N)(C(=O)Nc1ccccc1)c1cccc(NC(=O)OCCN(*)CCC)c1,,,,,
*CCCCCCCOC(=O)C(=O)O*,,,,,
*CNC(=O)c1ccc(P(=O)(OC)c2ccc(C(=O)NNC(=O)CCc3ccc(C(=O)NC(=O)O*)cc3)cc2)cc1COCCOC,,,,,
*CC(*)(CC(=O)OCCCCc1ccc(Br)cc1)C(=O)OCCCCCCC,,,0.202889,1.145167,10.91338333
*OC(=O)NCC(C)(C)CCC(=O)OC(*)=O,,,0.205682,1.152482,19.7160667
*Oc1ccc(C(=O)NCCCCCCNC(=O)c2cccc(C(=O)Nc3ccc(*)nc3)c2)cc1,297.51,0.337,0.272006,1.131622,24.5209333
*c1ccc(C2(c3ccc(*)cc3)c3ccccc3-c3ccccc32)cc1,,,,0.89237349,
*Oc1c(C)cc(C(C)(CC(F)(F)F)c2cc(C(F)(F)F)c(*)c(C(C)C)c2C)cc1C(C#N)=C(CSC(=O)Cl)Oc1cc(Cl)ccc1Br,,,,,
*CC(C#N)(C*)C(C)C,,,,,
*OS(=O)(=O)Cc1ccc(*)nc1,,,,,
*c1cccc(Oc2cccc(N3C(=O)c4ccc(C(C5=CC6C(=O)N(*)C(=O)C6C=C5)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)c1,,,,,
*CCCCCCCCCCOC(=O)Sc1ccc(C#N)cc1*,,,0.225378,1.03505,16.60311667
*CCCC[Si](C)(C)CCCNC(=O)c1ccc(-c2ccc(C(=O)NNC(*)=S)cc2)cc1,,,,,
*O[Si](C)(C)O[Si](C)(C)Oc1ccc(C(C)(C)O[Si](C)(C)C[Si](*)(O)O[Si](C)(C)O[Si](C)(C)Oc2ccc(C)cc2)cc1,,,,,
*C(=O)NCCCCCCNC(=O)C1COC(*)CO1,,,,,
*/C=C/c1ccc(/C=C/c2ccc(*)cc2)c(C#N)c1,,,,,
*/C=C(/*)c1ccc(OCCCCCC(=O)Oc2c(F)c(F)c(F)c(F)c2F)cc1,,,,,
*Oc1ccc(C(*)=O)cc1CCCCCCCCCCCCCC,,,0.376,0.927406553,
*CC(*)C(=O)Oc1ccc(C(=O)c2cc(Cl)cc(Cl)c2-c2ccccc2)cc1Cl,,,0.163993,1.272877,12.0527
*CC(*)(C)C(=O)OCCOC(=O)CCn1ccnc1,,,,,
*O[Si](*)(C)CCCCC(Cl)CC,,,,,
*[Si](*)(C)Oc1cccc(C#N)c1,,,,,
*[SiH](*)CC[Si](C)(C)CCCC,,,,,
*CCCCCCCOC(=O)CCCCCCCCCCCC(=O)Oc1ccc(O*)cc1,,,0.333291,0.97262,22.9498833
*CCCCCCCCCCC(=O)NNC(=O)CCCCCCCCC(=O)NCCCNC(=O)CSCCN1CCN(*)CC1C,,,,,
*c1cc(CCCCCCCCCC2COC(C)(C)O2)c(*)s1,,,,,
*c1ccc(-c2ccc(Oc3ccc4c(c3)C3(CC4(C)C)CC(C)(C)c4ccc(Oc5ccc(-c6ccc(N7C(=O)c8ccc(Oc9ccc(C(C)(C)c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)cc9)cc8C7=O)cc6)cc5C(F)(F)F)cc43)c(C(F)(F)F)c2)cc1,,,,1.125029879,
*CC(C(=O)Oc1ccccc1)C(C(=O)O)C(*)(C)C,,,0.154,1.060389663,
*Nc1ccc(C(=O)Oc2ccc(CC(C)(C)c3ccc(OC(=O)NCCCc4ccc(*)cc4)cc3)cc2)cc1,,,0.289858,1.105188,22.68586667
*Oc1ccc(C2(c3ccc(OC(=O)CCC(*)=O)cc3)c3ccccc3C(=O)c3ccccc32)cc1,,,,,
*CC(OC(=O)Cl)S(*)(=O)=O,,,0.154012,1.569254,20.9772667
*c1ccc(C(C(=O)O)c2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc2)cc1,,,0.344844,1.185949,23.94683333
*CC(*)[N+](C)(C)CC(C#N)C(C)C,,,,,
*C#CC(CCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,,,,,
